,,1.0,,2.0,,3.0,4.0,,5.0,,6.0,,7.0,,8.0,,9.0,,10.0,,11.0,,12.0,,13.0,,14.0,,15.0,,16.0,,17.0,,18.0,,19.0,,20.0,,21.0,,22.0,,23.0,,24.0,,25.0,,26.0,,27.0,,28.0,,29.0,,30.0,,31.0,,32.0,,33.0,34.0,,35.0,,36.0,,37.0,,38.0,,39.0,,40.0,,41.0,,42.0,,43.0,,44.0,,45.0,,46.0,,47.0,,48.0,,49.0,,50.0,,51.0,,52.0,,53.0,,54.0,,55.0,,56.0,,57.0,,58.0,,59.0,,60.0,,61.0,,62.0,,63.0,,64.0,,65.0,,66.0,,67.0,,68.0,,69.0,,70.0,,71.0,,72.0,,73.0,,74.0,,75.0,,76.0,,77.0,,78.0,,79.0,,80.0,,81.0,,82.0,,83.0,,84.0,,85.0,,86.0,,87.0,,88.0,,89.0,,90.0,,91.0,,92.0,,93.0,,94.0,,95.0,,96.0,,97.0,,98.0,,99.0,,100.0,,101.0,,102.0,,103.0,,104.0,,105.0,,106.0,,107.0,,108.0,,109.0,,110.0,,111.0,,112.0,,113.0,,114.0,,115.0,,116.0,,117.0,,118.0,,119.0,,120.0,,121.0,,122.0,,123.0,,124.0,,125.0,,126.0,,127.0,,128.0,,129.0,,130.0,,131.0,,132.0,,133.0,,134.0,135.0,,136.0,,137.0,,138.0,,139.0,,140.0,,141.0,,142.0,,143.0,,144.0,,145.0,,146.0,,147.0,,148.0,,149.0,,150.0,,151.0,,152.0,,153.0,,154.0,,155.0,,156.0,,157.0,,158.0,,159.0,,160.0,,161.0,,162.0,,163.0,,164.0,,165.0,,166.0,,167.0,,168.0,,169.0,,170.0,,171.0,,172.0,,173.0,,174.0,,175.0,,176.0,,177.0,,178.0,,179.0,,180.0,,181.0,,182.0,183.0,,184.0,,185.0,,186.0,,187.0,,188.0,,189.0,,190.0,,191.0,,192.0,,193.0,,194.0,,195.0,,196.0,,197.0,,198.0,,199.0,,200.0,,201.0,
Meaning 1,(English),I,,thou,,we,this,,that,,who,,what,,not,,all,,many,,one,,two,,big,,long,,small,,woman,,man,,person,,fish,,bird,,dog,,louse,,tree,,seed,,leaf,,root,,bark,,skin,,meat,,blood,,bone,,grease(fat),,egg,horn,,tail,,feather,,hair,,head,,ear,,eye,,nose,,mouth,,tooth,,tongue,,claw,,foot,,knee,,hand,,belly,,neck,,breast,,heart,,liver,,to drink,,to eat,,to eat,,to bite,,to see,,to hear,,to know,,to sleep,,to die,,to kill,,to swim,,to fly,,to walk,,to come,,to lie,,to sit,,to stand,,to give,,to say,,sun,,moon,,star,,water,,to rain,,stone,,sand,,earth,,cloud,,smoke,,fire,,ashes,,to burn,,path,,mountain,,red,,green,,yellow,,white,,black,,night,,hot,,cold,,full,,new,,good,,round,,dry,,name,,ye,,he,,they,,how,,when,,where,,here,,there,,other,,three,,four,,five,,few,,sky,,day,,fog,,wind,,flow,,sea,,lake,,river,,wet,,wash,,snake,,worm,,back,,leg,,arm,,wing,,lip,,fur,,navel,,guts,saliva,,milk,,fruit,,flower,,grass,,with,,in,,at,,if,,mother,,father,,husband,,wife,,salt,,ice,,snow,,freeze,,child,,dark,,cut,,wide,,narrow,,far,,near,,thick,,thin,,short,,heavy,,dull,,sharp,,dirty,,bad,,rotten,,smooth,,straight,,good,,left,,right,,old,,to rub,,to pull,,to push,,to throw,,to hit,,to split,,to pierce (to stab),,to dig,,to tie,to sew,,to fall,,to swell,,to think,,to sing,,to smell,,to vomit,,to suck,,to blow,,to fear,,to squeeze,,to hold,,below,,above,,ripe,,dust,,to live,,rope,,year,
Meaning 2,(Tokyo dialect),ワタシ,,アナタ,,ワタシタチ,コレ,,アレ,,ダレ,,ナニ,,ナイ,,ミンナ,,タクサン,,ヒトツ,,フタツ,,オーキイ,,ナガイ,,チッチャイ,,オンナ,,オトコ,,ヒト,,サカナ,,トリ,,イヌ,,シラミ,,キ,,タネ,,ハッパ,,ネッコ,,カワ,,カワ,,ニク,,チ,,ホネ,,アブラ,,タマゴ,ツノ,,シッポ,,ハネ,,ケ,,アタマ,,ミミ,,メ,,ハナ,,クチ,,ハ,,シタ,,ツメ,,アシ,,ヒザ,,テ,,オナカ,,クビ,,ムネ,,シンゾー,,キモ,,ノム,,タベル,,タベル,,カミツク,,ミル,,キク,,シッテル,,ネムル,,シヌ,,コロス,,オヨグ,,トブ,,アルク,,クル,,ネテル,,スワッテル,,タッテル,,アゲル,,ユウ,,オヒサマ,,ツキ,,ホシ,,ミズ,,アメガフル,,イシ,,スナ,,ツチ,,クモ,,ケムリ,,ヒ,,ハイ,,モエル,,ミチ,,ヤマ,,アカイ,,アオイ,,キイロイ,,シロイ,,クロイ,,ヨル,,アツイ,,サムイ,,イッパイ,,アタラシイ,,イイ,,マルイ,,カワイタ,,オマエ,,アナタタチ,,アノヒト,,アノヒトタチ,,ドー,,イツ,,ドコニ,,ココニ,,アソコ,,ホカノ,,ミッツ,,ヨッツ,,イツツ,,スコシ,,ソラ,,ヒルマ,,キリ,,カゼ,,ナガレル,,ウミ,,ミズウミ,,カワ,,ヌレタ,,アラウ,,ヘビ,,ムシ,,セナカ,,アシ,,ウデ,,ハネ,,クチビル,,ケガワ,,オヘソ,,ハラワタ,ツバ,,オッパイ,,ミ,,ハナ,,クサ,,ト,,ニ,,デ,,モシ；タラ,,オカーサン,,オトーサン,,シュジン,,カナイ,,シオ,,コーリ,,ユキ,,コール,,コドモ,,クライ,,キル,,ヒロイ,,セマイ,,トーイ,,チカイ,,アツイ,,ウスイ,,ミジカイ,,オモイ,,キレナイ,,キレル,,キタナイ,,ワルイ,,クサッタ,,スベッコイ,,マッスグナ,,イイ,,ヒダリ,,ミギ,,フルイ,,コスル,,ヒッパル,,オス,,ナゲル,,ナグル,,サケル,,ツキサス,,ホル,,ムスブ,ヌウ,,オッコチル,,フクレル,,カンガエル,,ウタウ,,カグ,,ハク,,スウ,,フク,,コワガル,,シメツケル,,モツ,,シタエ,,ウエエ,,ジュクシタ,,ホコリ,,イキテル,,ツナ,,トシ,
八雲,Yakumo,ku'ani,1.0,'e'ani,1.0,ku'ani 'utár;ci'okáy('utár)[excl.];'a'okáy('utár)[incl.],tánpe;ta'ánpe,1.0,to'anpe,1.0,nén,1.0,nép,1.0,somoné,1.0,'opitta;'epitta,1.0,porónno,1.0,sinép,1.0,túp,1.0,poró,1.0,tánne,1.0,pón,1.0,menokó;mátnekur,1&2,'ókkayo,1.0,'áynu,1.0,ci'ép,1.0,cikáp;ciri,1&2,setá,1.0,'úrki,1.0,ní;cikuní,1.0,pí,1.0,hám,1.0,sínrit,1.0,níkap,1.0,káp,1.0,kám,1.0,kém,1.0,poné,1.0,kírpu,1.0,nók,kiráw,1.0,sár,1.0,ráp,1.0,numá,1.0,sapá,1.0,kisár,1.0,sík,1.0,'etú,1.0,par,1.0,mimák,1.0,parúnpe,1.0,'ám,1.0,'uré,1.0,kókkasapa,1.0,paraték,1.0,hón,1.0,rekút,1.0,pénram,1.0,sánpe,1.0,kúnne rá,1.0,kú,1.0,'ipé(自),1.0,'é(他),1.0,kupá,1.0,nukár,1.0,nú,1.0,'eramán,1.0,mokór,1.0,ray,1.0,ráyke,1.0,má,1.0,hopuní,1.0,'ápkas,1.0,'ek,1.0,hótke,1.0,'á,1.0,'ás,1.0,koré,1.0,yé,1.0,(tókap-)cup,1.0,(kúnne)cup,1.0,nocíw,1.0,wákka,1.0,weni 'ás,1.0,sumá,1.0,'otá,1.0,tóytoy,1.0,nískur;kúr,1.0,sipuyá,1.0,'apé,1.0,'úyna,1.0,'uhúy,1.0,rú,1.0,nupurí,1.0,húre,1.0,síwnin,1.0,síwnin,1.0,retár,1.0,kúnne,1.0,kúnne,1.0,sírsesek,1.0,mé'an,1.0,síkno,1.0,'asír,1.0,pírka,1.0,sikarí,1.0,sít,1.0,ré,1.0,'eciókay('utár),1.0,to'ánkur,1.0,to'ánkur 'utár,1.0,nékona,1.0,hénpara,1.0,néyta,1.0,téta,1.0,to'ánta,1.0,'oyá,1.0,rép,1.0,'ínep,1.0,'asíknep,1.0,pónno,1.0,nís;nískotor,1.0,tókap,1.0,'úrar,1.0,réra,1.0,mom,1.0,'atúy,1.0,tó,1.0,pét,1.0,téyne,1.0,hurayé,1.0,tókkoniw,1.0,kikír,1.0,setúr,1.0,cikir;kemá,1&2,tápsut,1.0,(cikáp)rap,1.0,páksar,1.0,rús,1.0,hánku,1.0,tuyóromap;túy,nón,1.0,tópe,1.0,níyepuy,1.0,nónno,1.0,mun,1.0,turá,1.0,('ot)ta,1.0,('ot)ta,1.0,nisap/ko,1.0,hápo,1.0,'acapó,1.0,hokú,1.0,mát,1.0,síppo,1.0,kónru,1.0,'upas,1.0,rupús,1.0,hekáci,1.0,sírkunne,1.0,tuyé,1.0,sép,1.0,hútne,1.0,túyma,1.0,hánke,1.0,'irónne,1.0,kapár,1.0,tákne,1.0,páse,1.0,'enukár,1.0,'e'én,1.0,'icákkere,1.0,wen,1.0,munín,1.0,rárak,1.0,'íkne;'o'upéka,1&2,pírka,1.0,hárki,1.0,símon,1.0,húsko,1.0,sirusíru,1.0,'etayé,1.0,'oputúye,1.0,'eyápkir,1.0,kík;kíkkik,1.0,yáske,1.0,'ótke,1.0,'o'uri,1.0,siná,ninú,1.0,hácir,1.0,sekúkke;tókse,1&2,yáykosiramsuye,1.0,sinótcaki,1.0,húra nú,1.0,'atú,1.0,ní;númnum,1&2,réra 'ás,1.0,sitomá,1.0,núnpa,1.0,'aní,1.0,herás,1.0,herekás,1.0,ci,1.0,maná,1.0,tusá,1.0,tús,1.0,pá,1.0
長万部,Oshamambe,ku'ani,1.0,'e'ani,1.0,ku'ani 'utár,ta'ánpe,1.0,to'ónpe,1.0,nén,1.0,nép,1.0,'oyapéhe,#,'epitta,1.0,poro'ónno,1.0,sinép,1.0,túp,1.0,poró,1.0,tánne,1.0,pón,1.0,menokó,1.0,'ókkayo,1.0,'áynu,1.0,ci'ép,1.0,cikáp,1.0,setá,1.0,'úrki,1.0,cikuní,1.0,pí,1.0,hám,1.0,sínrit,1.0,cikuníkap,1.0,káp,1.0,kám,1.0,kém,1.0,poné,1.0,kírpu,1.0,cikapnók,kiráw,1.0,sár,1.0,cikapráp,1.0,kíski,1.0,sapá,1.0,kisár,1.0,sík,1.0,'etú,1.0,par,1.0,nimák,1.0,párunpe,1.0,'ám,1.0,cikír,2.0,kókkasapa,1.0,ték,1.0,hón,1.0,rekút,1.0,pénram,1.0,sánpe,1.0,kúnne húype,2.0,kú,1.0,#,1.0,'é(他),1.0,kupá,1.0,nukár,1.0,nú,1.0,'eramán,1.0,mokór,1.0,ray,1.0,ráyke,1.0,má,1.0,hopuní,1.0,'ápkas,1.0,'ek,1.0,siturí,2.0,'á,1.0,'ás,1.0,koré,1.0,yé,1.0,(tókap-)cup,1.0,cúp,1.0,nocíw,1.0,wákka,1.0,weni 'ás,1.0,sumá,1.0,'otá,1.0,tóytoy,1.0,kúr,1.0,sipuyá,1.0,'apé,1.0,'úyna,1.0,'uhúy,1.0,rú,1.0,nupurí,1.0,húre,1.0,síwnin,1.0,#,#,retár,1.0,kúnne,1.0,kúnne,1.0,sések,1.0,mé'an,1.0,síkno,1.0,'asír,1.0,pírka,1.0,sikarí,1.0,sít,1.0,ré,1.0,'e'ani 'utár,2.0,to'ónkur,1.0,to'ónkur 'utár,1.0,nékona,1.0,hénpara,1.0,néyta,1.0,téta,1.0,to'ónta,1.0,'oyá,1.0,rép,1.0,'ínep,1.0,'asíknep,1.0,pónno,1.0,nískotor,1.0,tókap,1.0,'úrar,1.0,réra,1.0,mom,1.0,'atúy,1.0,tó,1.0,pét,1.0,téyne,1.0,hurayé,1.0,tókkoni,1.0,kikír,1.0,setúr,1.0,cikír,1.0,tápsut,1.0,ráp,1.0,páksar,1.0,rús,1.0,hánku,1.0,túy,nón,1.0,tópe,1.0,níka'op,2.0,nónno,1.0,mun,1.0,turá,1.0,('ot)ta,1.0,('ot)ta,1.0,/ko,1.0,hápo,1.0,'acapó,1.0,hokú,1.0,mát,1.0,síppo,1.0,kónru,1.0,'upas,1.0,rupús,1.0,hekáttar,1.0,sírkunne,1.0,tuyé,1.0,sép,1.0,hútne,1.0,túyma,1.0,'ehánke,1.0,'irónne,1.0,kapár,1.0,tákne,1.0,páse,1.0,'enukár,1.0,'e'én,1.0,'icákkere,1.0,wen,1.0,munín,1.0,rárak,1.0,'o'upéka,2.0,pírka,1.0,hárki,1.0,símon,1.0,húsko,1.0,sirusíru,1.0,'etayé,1.0,'oputúye,1.0,'eyápkir,1.0,kík,1.0,yáske,1.0,'ótke,1.0,'o'uri,1.0,'ukohópitte,nínninu,1.0,hácir,1.0,#,#,yáykosiramsuye,1.0,sinótcaki,1.0,húra nú,1.0,'atú,1.0,sikoní;ní,2.0,réra 'ás,1.0,sitomá,1.0,núnpa,1.0,'aní,1.0,herás,1.0,herekás,1.0,ci,1.0,maná,1.0,tusá,1.0,tús,1.0,pá,1.0
幌別,Horobetsu,káni,1.0,'e'áni,1.0,ci'ókay 'utár[excl.];'a'ókay[incl.],tánpe,1.0,to'ánpe,1.0,nép;ne'én,1.0,nép;hemánta,1&2,somóne,1.0,'opitta,1.0,porónno,1.0,sinép,1.0,túp,1.0,poró,1.0,tánne,1.0,pón,1.0,menokó;mát,1&2,'ókkayo,1.0,'áynu,1.0,cép;ci'ép,1.0,cikáp,1.0,setá,1.0,'úrki,1.0,cikúni;ní,1.0,pí,1.0,hám,1.0,sínrit,1.0,cikúnikap;níkap,1.0,káp,1.0,kám,1.0,kém,1.0,poné,1.0,kírpu,1.0,nók,kiráw,1.0,sár,1.0,cikáprap;ráp,1.0,numá,1.0,sapá,1.0,kisár,1.0,sík,1.0,'etú,1.0,par,1.0,nimák,1.0,parúnpe,1.0,'ám,1.0,cikír,2.0,kókkasapa,1.0,ték,1.0,hón,1.0,rekút,1.0,pénram,1.0,sánpe,1.0,kinóp,3.0,kú,1.0,'ipé(自),1.0,'é(他),1.0,kupápa,1.0,nukár,1.0,nú,1.0,'eráman,1.0,mokór,1.0,ray,1.0,ráyke,1.0,má,1.0,hopúni,1.0,'ápkas,1.0,'ek,1.0,hótke,1.0,'á,1.0,'ás,1.0,koré,1.0,yé,1.0,(tókap-)cup,1.0,(kúnne-)cup,1.0,nocíw,1.0,wákka,1.0,'ápto 'as,2.0,sumá,1.0,'otá,1.0,tóytoy,1.0,nískur,1.0,supúya,1.0,'apé,1.0,'úyna,1.0,'uhúy,1.0,rú,1.0,nupúri,1.0,húre,1.0,síwnin,1.0,sikérpepus,2.0,retár,1.0,kúnne,1.0,kúnne,1.0,sírsesek,1.0,mé'an,1.0,síkno,1.0,'asír,1.0,pírka,1.0,sikánnatki,1.0,sít,1.0,ré,1.0,'eci'okáy('utár),1.0,to'ánkur,1.0,to'ónkur 'utár;to'ánkur 'utár,1.0,nékona,1.0,hénpara,1.0,ne'ita,1.0,téta,1.0,to'ónta;to'ánta,1.0,mósma;'oyá,1&2,rép,1.0,'ínep,1.0,'asíknep;'áskinep,1.0,pónno,1.0,nís;nískotor,1.0,tókap,1.0,'úrar,1.0,réra,1.0,mom,1.0,'atúy,1.0,tó,1.0,pét,1.0,téyne,1.0,huráye,1.0,kinásutunkur,2.0,kikír,1.0,setúr,1.0,cikír;kemá,1&2,ték,2.0,tékkup,2.0,pápus,2.0,rús,1.0,hánku,1.0,túy;'óske'op,nón,1.0,tópe,1.0,níka'op;'epúyke,1&2,nónno,1.0,mun,1.0,turá,1.0,('ot)ta,1.0,('ot)ta,1.0,'iká/ko;yakun,1&2,hápo,1.0,míci,2.0,hokú,1.0,mát,1.0,síppo,1.0,kónru,1.0,'upas,1.0,rupús,1.0,hekáttar,1.0,sírkunne,1.0,tuyé,1.0,sép,1.0,hútne,1.0,túyma,1.0,hánke,1.0,'irónne,1.0,kapár,1.0,tákne,1.0,páse,1.0,'enúkar,1.0,'e'én,1.0,'icákkere,1.0,wen,1.0,munín,1.0,rárak,1.0,'o'úpeka,2.0,pírka,1.0,hárki,1.0,símon,1.0,húsko,1.0,sirúsiru;sirú,1.0,'etáye,1.0,'opútuye,1.0,'eyápkir,1.0,kíkkik,1.0,yáske,1.0,'ótke;cíw,1&2,'ohóri;'o'úri,1.0,siná;'e'úkopite,nínninu;'ukáwkaw,1&2,hácir,1.0,sekúkke,1.0,yáykosiramse,1.0,sinótcaki,1.0,húrarakkar;nú,3.0,'atú,1.0,ní;núnnun,1&2,réra 'ás,1.0,sitóma,1.0,núnpa,1.0,'aní,1.0,herási,1.0,heríkasi,1.0,ci,1.0,maná;sírma,1&2,síknu,2.0,tús,1.0,pá,1.0
平取,Hiratori,káni,1.0,'e'áni,1.0,cóka('utar)[excl.];'a'oká('utar)[incl.],tapánpe;tánpe,1.0,to'ánpe,1.0,húnna,2.0,hemánta,2.0,somóne,1.0,'opitta,1.0,porónno,1.0,sinép,1.0,túp,1.0,poró,1.0,tánne,1.0,pón,1.0,menokó,1.0,'ókkayo,1.0,'áynu,1.0,cép,1.0,cikáp,1.0,setá,1.0,'úrki,1.0,cikúni;ní,1.0,pí,1.0,hám,1.0,sínrit,1.0,níkap;níyarkap,1.0,káp,1.0,kám,1.0,kém,1.0,poné,1.0,kírpu,1.0,cikápnok;nók,kiráw,1.0,sár,1.0,ráp,1.0,numá,1.0,sapá,1.0,kisár,1.0,sík,1.0,'etú,1.0,par,1.0,nimák,1.0,parúnpe,1.0,'ám,1.0,pará'ure;'uré,1.0,kókkasapa,1.0,parátek,1.0,hón,1.0,rekút,1.0,pénram,1.0,sánpe,1.0,húype,2.0,kú,1.0,'ipé(自),1.0,'é(他),1.0,kupápa,1.0,nukár,1.0,nú,1.0,'erámu'an;'eráman,1.0,mokór,1.0,ray,1.0,ráyke,1.0,má,1.0,hopúni,1.0,'ápkas,1.0,'ek,1.0,hótke,1.0,'á,1.0,'ás,1.0,koré,1.0,yé,1.0,(tókap-)cup,1.0,(kúnne-)cup,1.0,nocíw,1.0,wákka,1.0,'ápto 'as,2.0,sumá,1.0,'otá,1.0,tóytoy,1.0,nískur,1.0,supúya,1.0,'apé,1.0,'úna,1.0,'uhúy,1.0,rú,1.0,nupúri,1.0,húre,1.0,síwnin,1.0,síwnin;húre,1&3,retár,1.0,kúnne,1.0,kúnne,1.0,sírsesek,1.0,mé'an,1.0,síkno,1.0,'asír,1.0,pírka,1.0,sikánnatki,1.0,sít,1.0,ré,1.0,'eci'oká,1.0,to'ánkur,1.0,to'oká 'utár,1.0,mák,2.0,hénpara,1.0,hunákta,2.0,téta,1.0,to'ónta;to'ánta,1.0,mósma;'oyá,1&2,rép,1.0,'ínep,1.0,'asíknep,1.0,pónno,1.0,nísor;nískotor,1.0,tókap,1.0,'úrar,1.0,réra,1.0,mom,1.0,'atúy,1.0,tó,1.0,pét,1.0,téyne,1.0,huráye,1.0,tókkoni;kinásut,1.0,kikír,1.0,setúr,1.0,kemá,2.0,ték,2.0,tékkup,2.0,pátoy,3.0,rús,1.0,hánku,1.0,óssike'op;kánkan,nón,1.0,tópe,1.0,níka'op;múnepuy,1&2,nónno,1.0,mun,1.0,turá,1.0,('ot)ta,1.0,('ot)ta,1.0,/yakun,2.0,hápo,1.0,míci;'iyápo,2&3,hokú,1.0,mát,1.0,síppo,1.0,kónru,1.0,'upas,1.0,rupús,1.0,hekáttar,1.0,sírkunne,1.0,tuyé,1.0,sép,1.0,hútne,1.0,túyma,1.0,hánke,1.0,'irónne,1.0,kapár,1.0,tákne,1.0,páse,1.0,'enúkar,1.0,'e'én,1.0,'icákkere,1.0,wen,1.0,munín,1.0,rárak,1.0,'ówpeka,2.0,pírka,1.0,hárki,1.0,símon,1.0,húsko,1.0,sírsiru,1.0,'etáye;'ehekem,1&2,'opútuye,1.0,'eyápkir,1.0,kíkkik;kík,1.0,yáske,1.0,'ótke;cíw,1&2,'o'úri,1.0,'e'uwópitte,'ukáwka,2.0,hácir,1.0,sipísese;sekúkke,3.0,yáykosiramsuye,1.0,sinótcaki,1.0,húrarapkar;húra nú,1&3,'atú,1.0,ní;núnnun,1&2,réra rúy,1.0,sitóma,1.0,núnpa,1.0,'aní,1.0,herási,1.0,heríkasi,1.0,ci,1.0,paná,1.0,síknu,2.0,tús,1.0,pá,1.0
貫気別,Nukkibetsu,Ku'áni,1.0,'e'áni,1.0,cóka,tapánpe,1.0,to'ánpe,1.0,húnna,2.0,hínta,2.0,somóne,1.0,'opitta,1.0,porónno,1.0,sinép,1.0,túp,1.0,poró,1.0,tánne,1.0,pón,1.0,menokó,1.0,'ókkayo,1.0,'áynu,1.0,cép,1.0,cikáp,1.0,setá,1.0,'úrki,1.0,cikúni,1.0,pí,1.0,hám,1.0,sínrit,1.0,#,#,káp,1.0,kám,1.0,kém,1.0,poné,1.0,kírpu,1.0,tamanko,kiráw,1.0,sár,1.0,cikáprap,1.0,kenúma,1.0,sapá,1.0,kisár,1.0,sík,1.0,'etú,1.0,par,1.0,mimák,1.0,parúnpe,1.0,'ám,1.0,'uré,1.0,kókkasapa,1.0,parátek,1.0,hón,1.0,rekút,1.0,pénram,1.0,sánpe,1.0,húype,2.0,kú,1.0,'ipé(自),1.0,'é(他),1.0,kupápa,1.0,nukár,1.0,nú,1.0,'erámu'an,1.0,mokór,1.0,ray,1.0,ráyke,1.0,má,1.0,hopúni,1.0,'ápkas,1.0,'ek,1.0,hótke,1.0,'á,1.0,'ás,1.0,koré,1.0,yé,1.0,(tókap-)cup,1.0,(kúnne-)cup,1.0,nocíw,1.0,wákka,1.0,'ápto 'as,2.0,sumá,1.0,piyóta,1.0,tóytoy,1.0,nískur,1.0,supúya,1.0,'apé,1.0,'úna,1.0,'uhúy,1.0,rú,1.0,nupúri,1.0,húre,1.0,#,#,#,#,retár,1.0,kúnne,1.0,kúnne,1.0,sírsesek,1.0,mé'an,1.0,sikteno,1.0,'asír,1.0,pírka,1.0,sikáriri,1.0,sít,1.0,ré,1.0,'e'áni 'utári,2.0,to'ánkur,1.0,to'oká 'áynu 'utári,1.0,mák,2.0,hénpara,1.0,hinákun,2.0,téta,1.0,to'ánta,1.0,mósma,2.0,rép,1.0,'ínep,1.0,'asíknep,1.0,pónno,1.0,nískotor,1.0,tókap,1.0,'úrar,1.0,réra,1.0,mom,1.0,'atúy,1.0,tó,1.0,pét,1.0,téyne,1.0,huráye,1.0,mún pokúnpe,3.0,kikír,1.0,setúr,1.0,kemá,2.0,ték,2.0,ráp,1.0,pátoy,3.0,rús,1.0,hánku,1.0,túy;kánkan,nón,1.0,tópe,1.0,níka'op,2.0,nónno,1.0,mun,1.0,turá,1.0,('ot)ta,1.0,('ot)ta,1.0,/yakun,2.0,hápo,1.0,míci,2.0,hokú,1.0,mát,1.0,síppo,1.0,kónru,1.0,'upas,1.0,rupús,1.0,hekáttar,1.0,sírkunne,1.0,tuyé,1.0,sép,1.0,hútne,1.0,túyma,1.0,hánke,1.0,'irónne,1.0,kapár,1.0,tákne,1.0,páse,1.0,'enúkar,1.0,'e'én,1.0,'icákkere,1.0,wen,1.0,munín,1.0,rárak,1.0,'o'ópeka,2.0,pírka,1.0,hárki,1.0,símon,1.0,húsko,1.0,sírsiru,1.0,'etáye,1.0,'opútuye,1.0,'osura,#,kík,1.0,yáske,1.0,'ótke,1.0,'o'úri,1.0,'e'úkote,'ukáwka,2.0,túrse,2.0,sipíse,3.0,yáykosiramsuye,1.0,sinótcaki,1.0,húra nú,1.0,'atú,1.0,ní,2.0,réra rúy,1.0,sitóma,1.0,yúppa;núnpa,2.0,kísma,1.0,herási,1.0,heríkasi,1.0,ci,1.0,paná,1.0,síknu,2.0,tús,1.0,pá,1.0
